Duration (months)
2.386178157198326062e+02
2.548752798565693638e+02
8.405514737832235994e+01
1.975735770574844352e+01
2.170938387998901362e+02
2.107072791881496343e+01
1.692482038716436819e+02
3.526192269301284199e+01
1.682147221888471336e+02
1.359349058454660053e+02
1.602245717861651144e+02
1.448773256074149458e+02
1.719006244066756040e+02
6.827375410485128526e+00
1.075445522398562019e+02
2.889509568299925490e+02
5.243152376583685736e+01
8.817219756460264080e+01
1.748224454880521606e+01
1.541859957049868513e+02
1.083492420913815835e+02
7.476501479246792314e+00
4.809311220442666013e+01
1.113836463215661183e+02
6.795082659439333383e+01
0.000000000000000000e+00
1.466354795427874933e+02
2.010301860651218817e+02
1.716327289100840972e+02
2.182678476116652178e+02
3.135873183352429123e+02
6.258994837742138628e+01
1.465975203441885810e+02
2.119420287149692399e+02
0.000000000000000000e+00
7.951085148678959058e+01
1.147135033961124861e+02
0.000000000000000000e+00
1.205759803379245554e+01
1.727331460338078841e+02
1.077182435645263467e+02
2.067480331006244967e+02
5.580717482087749914e+01
1.373891583497567694e+02
4.997469878181473746e+01
7.481998997616213387e+01
5.925047528997726687e+01
2.435135258653983925e+01
1.027876634146778940e+02
5.970134046732498234e+01
5.276258131560949494e+01
2.604613252965217640e+01
7.357321100316518425e+01
1.506205722940560463e+02
1.445353567548605156e+01
1.827345535850895786e+01
2.659466532081008268e+02
8.844900114592614671e+01
0.000000000000000000e+00
1.446566580854393180e+02
2.178303037167891887e+02
8.089045928945239439e+01
4.343052823593862968e+02
2.869910471546625530e+01
1.893885534327238531e+02
6.631599662082167868e+01
2.090397571343140726e+02
9.047787611553491161e+01
2.204290410059518877e+02
1.311207518489800705e+01
3.535267474203972711e+02
8.722087583228851315e+01
1.350691012037285255e+00
0.000000000000000000e+00
4.063160899350877742e+01
0.000000000000000000e+00
7.865259509435777829e+01
5.587258187524660968e+01
6.809953103087465820e+01
8.919568357128699176e+01
8.921580427405064029e+01
2.425898541871576697e+02
3.223200406391364936e+02
1.187664608496700964e+02
8.292865564878388795e+01
1.059205787848823519e+02
1.802895079737955655e+02
8.290170607345226017e+01
3.791068880532949379e+02
5.995969385326300483e+01
1.978575651033124529e+02
2.294052041220426759e+02
4.006591771138087665e+01
1.439572497508327764e+01
0.000000000000000000e+00
1.150849005155441773e+02
1.325499588634140196e+02
0.000000000000000000e+00
6.450702414588424460e+01
2.186127596503059678e+01
0.000000000000000000e+00
4.420843038216251841e+01
2.664030736000004254e+02
2.419816530452047942e+01
7.285117585115709460e+01
1.181501676824775018e+02
2.185494537942514057e+02
1.629288317580571288e+02
1.084311127456932127e+02
0.000000000000000000e+00
1.491334814126027482e+02
0.000000000000000000e+00
9.941964711822501499e+01
1.274054330312752370e+02
9.134769263847170251e+00
8.243177907387655523e+01
2.327149979126486699e+02
9.899692572183003847e+01
1.409652705402093886e+02
9.394528561241969555e+01
1.973738881828186322e+02
0.000000000000000000e+00
3.555361258138088942e+01
2.330875620048622352e+02
0.000000000000000000e+00
9.353721807013855027e+01
2.862380090008985007e+02
3.864188201537756129e+01
7.934082847747227163e+00
1.630500595867420088e+02
9.529055775454713739e+01
2.890583645352608642e+02
1.067798436501122339e+01
2.846317279523350408e+02
4.406219401010229575e+01
3.422607017667058926e+02
2.211694960435044663e+02
2.235830487630909715e+02
1.120497300608349036e+02
1.258360260858634803e+02
0.000000000000000000e+00
2.945204702186991881e+02
0.000000000000000000e+00
1.674071015114733143e+02
2.770943881830180366e+00
0.000000000000000000e+00
1.010066510357584804e+02
7.801388138141086870e+01
1.068209627907669557e+02
4.347840349228197283e+02
1.232944751281613236e+02
0.000000000000000000e+00
0.000000000000000000e+00
4.057266678291338025e+01
0.000000000000000000e+00
2.141182959983288470e+02
1.668606323991471641e+02
0.000000000000000000e+00
0.000000000000000000e+00
1.174989679053603098e+01
3.214670560351778761e+01
3.178754576382770125e+01
1.326266526829170900e+01
8.753136535457495881e+01
1.308520837640101036e+02
2.337871767261190570e+01
5.567728061171362697e+01
1.320213419135356503e+02
0.000000000000000000e+00
2.624937671784158510e+01
1.696302724324316387e+02
2.033808831939937818e+02
2.859854675615914488e+01
1.234081178734628850e+02
3.531521644008485055e+02
2.824498811186942149e+01
1.173003930797134160e+02
0.000000000000000000e+00
9.889985232822095895e+01
2.591057931165587913e+00
2.417457682774441423e+02
1.342619580670716459e+02
4.523244451716803383e+01
0.000000000000000000e+00
3.450685085588112884e+02
4.820469552988592454e+01
0.000000000000000000e+00
2.681122461343578607e+02
1.233972152188330256e+02
8.416852447604416909e+01
4.885013362744049203e+01
0.000000000000000000e+00
0.000000000000000000e+00
6.397570755845350732e+01
1.324373593179277009e+02
0.000000000000000000e+00
1.462298719194719254e+01
3.033559639940386532e+01
3.784526556652033378e+02
8.685756421200871102e+01
1.043965166760389280e+02
3.101303011901183027e+01
1.320414333376533875e+02
1.069425315726081038e+02
1.828633774811874559e+02
1.969346433339875091e+02
0.000000000000000000e+00
2.231236844504131511e+01
4.155972706541776915e+02
1.730832813462988042e+02
1.888724792672225021e+02
3.488564044317730009e+02
9.321273314620796668e+01
0.000000000000000000e+00
2.024259441149155236e+02
2.136000281843691937e+02
4.136164477007783091e+01
1.490679481457456745e+02
2.662028151296552778e+02
0.000000000000000000e+00
1.097305512238001342e+02
8.284446364648590588e+01
3.351684322243107772e+02
9.652473439011183132e+01
4.536040878182586766e+01
1.988279242508050686e+02
1.308257875100733258e+02
2.123239273486435081e+02
9.675075612204493325e+01
7.605533061790958982e+01
0.000000000000000000e+00
5.861553283679475257e+00
0.000000000000000000e+00
6.358001590259226532e+01
0.000000000000000000e+00
2.846650830264062506e+02
2.617618575454617158e+01
3.078655828337875846e+02
1.429501908295160106e+00
1.980342711267052209e+02
1.072877263816949380e+02
1.107371749352595858e+00
2.773057812467096994e+01
5.728062657240560185e+01
2.052775681095259870e+02
3.111904772660857361e+02
3.276927844074709242e+02
1.207140945314868077e+02
6.330249183005881974e+01
2.898140872978598281e+02
3.299442155989730736e+02
8.326697244940994835e+00
4.981241239004484456e+00
1.742492189489603494e+00
2.643327465443377733e+01
2.615456370294850785e+02
1.359917979848424920e+02
1.173366033343288990e+02
1.958815497409269142e+02
8.047466109684401658e+01
3.118858706136322212e+00
